5.000000000000000000e+02 1.500000000000000000e+01 8.353419017780521205e-01
5.000000000000000000e+02 1.550000000000000000e+01 7.765649240018001054e-01
5.000000000000000000e+02 1.650000000000000000e+01 1.213877262215756758e+00
5.000000000000000000e+02 1.750000000000000000e+01 1.880097208933229291e+00
5.000000000000000000e+02 1.850000000000000000e+01 6.185928916448212300e-01
5.000000000000000000e+02 1.950000000000000000e+01 7.104578288534576513e-01
5.000000000000000000e+02 2.050000000000000000e+01 4.864968889343836977e-01
5.000000000000000000e+02 2.150000000000000000e+01 5.964398000180611836e-01
5.000000000000000000e+02 2.250000000000000000e+01 4.769376722257157031e-01
5.000000000000000000e+02 2.350000000000000000e+01 6.622071645803789819e-01
5.000000000000000000e+02 2.450000000000000000e+01 8.368877171014353911e-01
5.000000000000000000e+02 2.550000000000000000e+01 7.362416013414023741e-01
5.000000000000000000e+02 2.650000000000000000e+01 6.358231572019465982e-01
5.000000000000000000e+02 2.750000000000000000e+01 3.911715267646883598e-01
5.000000000000000000e+02 2.850000000000000000e+01 2.124710486813440879e-01
5.000000000000000000e+02 2.950000000000000000e+01 2.949862888743035039e-01
5.000000000000000000e+02 3.050000000000000000e+01 3.033381043941187349e-01
5.000000000000000000e+02 3.150000000000000000e+01 1.618245465285365892e-01
5.000000000000000000e+02 3.250000000000000000e+01 1.390029243022723737e-01
5.000000000000000000e+02 3.350000000000000000e+01 1.876392510419487292e-01
5.000000000000000000e+02 3.450000000000000000e+01 2.540606686518666057e-01
5.000000000000000000e+02 3.550000000000000000e+01 2.251345623042298461e-01
5.000000000000000000e+02 3.650000000000000000e+01 1.172764457801873939e-01
5.000000000000000000e+02 3.750000000000000000e+01 1.236905755554968955e-01
5.000000000000000000e+02 3.850000000000000000e+01 3.268009470330015542e-01
5.000000000000000000e+02 3.950000000000000000e+01 1.624638185209765773e-01
5.000000000000000000e+02 4.050000000000000000e+01 2.048534382223063666e-01
5.000000000000000000e+02 4.150000000000000000e+01 3.567916434413564430e-01
5.000000000000000000e+02 4.250000000000000000e+01 1.919560548999438010e-01
5.000000000000000000e+02 4.350000000000000000e+01 2.491113221557116619e-01
5.000000000000000000e+02 4.450000000000000000e+01 1.467095083376219744e-01
5.000000000000000000e+02 4.550000000000000000e+01 2.262659186374158526e-01
5.000000000000000000e+02 4.650000000000000000e+01 2.850911739891301422e-01
5.000000000000000000e+02 4.750000000000000000e+01 2.493704803857771379e-01
5.000000000000000000e+02 4.850000000000000000e+01 2.051956877481025399e-01
5.000000000000000000e+02 4.950000000000000000e+01 3.024939167453077893e-01
5.000000000000000000e+02 5.050000000000000000e+01 2.386386836170949766e-01
5.000000000000000000e+02 5.139999999999999858e+01 3.423680751498822117e-01
5.000000000000000000e+02 5.229999999999999716e+01 3.516700388787787346e-01
5.000000000000000000e+02 5.320000000000000284e+01 3.024854890122827822e-01
5.000000000000000000e+02 5.410000000000000142e+01 2.772554226992986481e-01
5.000000000000000000e+02 5.500000000000000000e+01 2.782472900020772077e-01
5.000000000000000000e+02 5.589999999999999858e+01 2.905177879313104450e-01
5.000000000000000000e+02 5.679999999999999716e+01 3.282348074257757653e-01
5.000000000000000000e+02 5.770000000000000284e+01 4.011938347616400558e-01
5.000000000000000000e+02 5.860000000000000142e+01 3.989739616217666263e-01
5.000000000000000000e+02 5.950000000000000000e+01 2.109960955857161369e-01
