1.505000000000000071e+01	-1.868440000000006762e+00	-1.962970000000008541e+00	-1.893550000000006062e+00	-1.976650000000006902e+00
1.514999999999999858e+01	-1.913540000000007124e+00	-1.872240000000005011e+00	-2.002370000000007089e+00	-1.965760000000007723e+00
1.525000000000000000e+01	-2.064000000000008939e+00	-1.727240000000007214e+00	-1.972550000000008907e+00	-1.573490000000005162e+00
1.535000000000000142e+01	-1.798250000000005455e+00	-1.645120000000005689e+00	-1.599380000000004909e+00	-1.772960000000006309e+00
1.544999999999999929e+01	-1.719770000000006682e+00	-1.573710000000005937e+00	-1.738400000000006163e+00	-1.289650000000004626e+00
1.555000000000000071e+01	-1.644660000000005784e+00	-1.366900000000004667e+00	-1.455050000000005062e+00	-1.273990000000003731e+00
1.564999999999999858e+01	-1.253660000000004215e+00	-1.315010000000004453e+00	-1.395180000000005194e+00	-1.380850000000005018e+00
1.575000000000000000e+01	-1.132910000000003858e+00	-1.162010000000004206e+00	-1.177570000000003558e+00	-1.111590000000004075e+00
1.585000000000000142e+01	-9.670600000000035834e-01	-1.123100000000003984e+00	-1.109370000000003964e+00	-1.135960000000004300e+00
1.594999999999999929e+01	-8.824200000000033128e-01	-6.323900000000021171e-01	-6.817700000000025407e-01	-1.097290000000003873e+00
1.605000000000000071e+01	-4.855300000000015714e-01	-9.526200000000034640e-01	-1.033390000000003583e+00	-5.484100000000019515e-01
1.615000000000000213e+01	-4.508300000000016738e-01	-4.824200000000017363e-01	-5.456400000000019013e-01	-7.062300000000025779e-01
1.625000000000000000e+01	-4.225800000000014545e-01	-2.906800000000010487e-01	-2.733300000000010166e-01	-2.444000000000008388e-01
1.635000000000000142e+01	2.009400000000007291e-01	-6.366000000000023029e-02	-2.229300000000007942e-01	-3.440800000000012182e-01
1.644999999999999929e+01	7.045000000000024853e-02	2.690100000000009706e-01	1.271800000000004593e-01	4.003100000000013869e-01
1.655000000000000071e+01	7.618400000000027372e-01	4.587600000000015554e-01	4.180900000000014605e-01	6.172600000000022513e-01
1.665000000000000213e+01	6.968700000000024319e-01	7.694100000000027029e-01	8.400100000000031431e-01	6.864600000000024016e-01
1.675000000000000000e+01	1.047100000000003917e+00	9.443600000000035299e-01	8.688500000000030088e-01	1.086550000000003680e+00
1.685000000000000142e+01	9.639700000000029911e-01	9.728100000000032832e-01	1.084810000000004049e+00	1.136770000000004277e+00
1.694999999999999929e+01	1.529830000000005796e+00	1.360480000000004797e+00	1.279260000000004283e+00	1.422450000000005099e+00
1.705000000000000071e+01	1.265950000000004572e+00	1.303490000000005145e+00	1.300710000000004030e+00	1.323350000000004467e+00
1.715000000000000213e+01	1.456100000000005279e+00	1.670240000000005498e+00	1.146680000000005029e+00	1.417570000000005326e+00
1.725000000000000000e+01	1.367940000000004597e+00	1.087840000000003693e+00	1.460610000000005071e+00	1.179140000000003852e+00
1.735000000000000142e+01	1.342640000000004052e+00	1.580170000000006292e+00	1.254070000000003793e+00	1.299940000000005202e+00
1.744999999999999929e+01	1.390700000000005154e+00	1.248540000000004646e+00	1.558370000000005584e+00	1.340170000000005190e+00
1.755000000000000071e+01	1.437390000000005719e+00	1.286390000000004141e+00	1.593390000000006745e+00	1.127660000000003215e+00
1.765000000000000213e+01	1.499360000000006021e+00	1.417980000000003793e+00	1.348350000000003046e+00	1.444300000000005690e+00
1.775000000000000000e+01	1.810020000000005291e+00	1.451830000000005727e+00	1.808880000000008037e+00	1.649170000000005576e+00
1.785000000000000142e+01	1.728480000000007344e+00	1.720830000000006077e+00	1.943780000000006281e+00	1.841290000000006311e+00
1.794999999999999929e+01	2.274090000000005496e+00	1.736220000000007868e+00	1.905410000000007376e+00	1.808790000000006559e+00
1.805000000000000071e+01	2.149750000000011152e+00	2.084320000000004836e+00	2.371590000000007414e+00	2.382150000000009094e+00
1.815000000000000213e+01	2.710160000000009006e+00	2.277300000000010094e+00	2.545670000000010980e+00	2.510690000000006528e+00
1.825000000000000000e+01	1.899790000000003420e+00	2.030160000000005738e+00	2.152750000000004160e+00	1.914440000000008579e+00
1.835000000000000142e+01	1.346300000000005159e+00	1.494720000000008042e+00	1.388850000000006357e+00	1.736630000000005225e+00
1.844999999999999929e+01	8.130000000000043858e-01	7.726900000000008761e-01	1.077160000000003004e+00	1.291320000000007129e+00
1.855000000000000071e+01	5.821600000000003439e-01	5.744200000000019291e-01	6.623100000000038401e-01	1.278110000000003410e+00
1.865000000000000213e+01	3.319700000000048168e-01	8.033800000000008712e-01	7.039400000000010094e-01	1.187410000000004073e+00
1.875000000000000000e+01	6.332999999999988638e-01	4.002500000000056568e-01	6.772100000000038644e-01	9.711800000000038180e-01
1.885000000000000142e+01	4.714400000000046331e-01	3.168599999999976990e-01	4.882399999999992857e-01	7.405599999999994409e-01
1.894999999999999929e+01	4.626400000000002732e-01	4.235300000000045695e-01	4.682300000000044760e-01	5.666100000000027226e-01
1.905000000000000071e+01	5.171100000000025121e-01	5.559800000000001408e-01	3.908599999999987085e-01	7.259400000000030273e-01
1.915000000000000213e+01	4.195499999999989238e-01	4.369100000000007977e-01	5.224400000000014588e-01	5.717200000000020044e-01
1.925000000000000000e+01	3.115300000000031933e-01	3.922800000000017939e-01	2.251900000000048030e-01	8.400700000000046463e-01
1.935000000000000142e+01	4.810599999999993215e-01	6.421500000000014419e-01	6.982999999999985885e-01	6.706300000000032790e-01
1.944999999999999929e+01	5.579800000000043614e-01	7.126400000000047141e-01	6.947800000000039500e-01	6.401800000000013036e-01
1.955000000000000071e+01	4.788800000000010271e-01	7.794100000000031558e-01	5.889400000000021285e-01	5.110300000000007614e-01
1.965000000000000213e+01	4.747000000000028974e-01	9.158600000000026720e-01	9.057700000000045160e-01	8.415100000000016456e-01
1.975000000000000000e+01	5.110600000000005139e-01	8.212100000000017719e-01	8.260200000000035292e-01	6.994500000000039019e-01
1.985000000000000142e+01	4.263000000000009559e-01	9.048900000000058563e-01	8.840100000000004066e-01	6.566400000000062187e-01
1.994999999999999929e+01	4.918800000000018158e-01	6.856899999999990225e-01	8.949200000000022692e-01	7.536199999999952936e-01
