3.000000000000000000e+02 1.505000000000000071e+01 1.061112336183143712e-01
3.000000000000000000e+02 1.514999999999999858e+01 8.553129622151957323e-02
3.000000000000000000e+02 1.525000000000000000e+01 1.717420385345425071e-01
3.000000000000000000e+02 1.535000000000000142e+01 7.769435200407670550e-02
3.000000000000000000e+02 1.544999999999999929e+01 2.068248892179090359e-01
3.000000000000000000e+02 1.555000000000000071e+01 1.401002665950364656e-01
3.000000000000000000e+02 1.564999999999999858e+01 4.446414023307639768e-02
3.000000000000000000e+02 1.575000000000000000e+01 7.903851909037792889e-02
3.000000000000000000e+02 1.585000000000000142e+01 8.118093577517684900e-02
3.000000000000000000e+02 1.594999999999999929e+01 1.842149318052157536e-01
3.000000000000000000e+02 1.605000000000000071e+01 2.100059204720991501e-01
3.000000000000000000e+02 1.615000000000000213e+01 9.941481060016528482e-02
3.000000000000000000e+02 1.625000000000000000e+01 7.307705841552944448e-02
3.000000000000000000e+02 1.635000000000000142e+01 2.369309236887418291e-01
3.000000000000000000e+02 1.644999999999999929e+01 1.604769015569951496e-01
3.000000000000000000e+02 1.655000000000000071e+01 1.739999395593770370e-01
3.000000000000000000e+02 1.665000000000000213e+01 2.606475461870553026e-02
3.000000000000000000e+02 1.675000000000000000e+01 9.576629591528226793e-02
3.000000000000000000e+02 1.685000000000000142e+01 1.023306474131778498e-01
3.000000000000000000e+02 1.694999999999999929e+01 1.388394505655123901e-01
3.000000000000000000e+02 1.705000000000000071e+01 2.441342048955849608e-02
3.000000000000000000e+02 1.715000000000000213e+01 1.840523042507219709e-01
3.000000000000000000e+02 1.725000000000000000e+01 1.390705281502884472e-01
3.000000000000000000e+02 1.735000000000000142e+01 1.193450463990868154e-01
3.000000000000000000e+02 1.744999999999999929e+01 1.210860571384390072e-01
3.000000000000000000e+02 1.755000000000000071e+01 1.013190990550823234e-01
3.000000000000000000e+02 1.765000000000000213e+01 5.091462232666248838e-02
3.000000000000000000e+02 1.775000000000000000e+01 1.638415223114507158e-01
3.000000000000000000e+02 1.785000000000000142e+01 2.841311727588684624e-02
3.000000000000000000e+02 1.794999999999999929e+01 1.436201326416315649e-01
3.000000000000000000e+02 1.805000000000000071e+01 8.374923621542396113e-02
3.000000000000000000e+02 1.815000000000000213e+01 1.570349890947854987e-01
3.000000000000000000e+02 1.825000000000000000e+01 9.166468276640950263e-02
3.000000000000000000e+02 1.835000000000000142e+01 4.882766383584903336e-01
3.000000000000000000e+02 1.844999999999999929e+01 5.412598087794807666e-01
3.000000000000000000e+02 1.855000000000000071e+01 5.892341690703325474e-01
3.000000000000000000e+02 1.865000000000000213e+01 4.053515309374479680e-01
3.000000000000000000e+02 1.875000000000000000e+01 2.606177995967807748e-01
3.000000000000000000e+02 1.885000000000000142e+01 2.272680982892234525e-01
3.000000000000000000e+02 1.894999999999999929e+01 1.390675199318681388e-01
