1.500000000000000000e+01	8.455044218201973605e-01
1.550000000000000000e+01	7.761944122726309736e-01
1.650000000000000000e+01	1.219262436143570438e+00
1.750000000000000000e+01	1.880051389719135768e+00
1.850000000000000000e+01	6.698795095932690291e-01
1.950000000000000000e+01	6.373419702109839324e-01
2.050000000000000000e+01	4.685497259059074326e-01
2.150000000000000000e+01	5.188279576209098298e-01
2.250000000000000000e+01	5.104014973054716853e-01
2.350000000000000000e+01	6.778727828831540014e-01
2.450000000000000000e+01	7.935748406947843447e-01
2.550000000000000000e+01	7.193982451358232888e-01
2.650000000000000000e+01	5.078851936036671288e-01
2.750000000000000000e+01	4.948307143546682441e-01
2.850000000000000000e+01	1.738540977330804427e-01
2.950000000000000000e+01	2.778870714479483861e-01
3.050000000000000000e+01	3.169410454805968724e-01
3.150000000000000000e+01	1.046248300217658966e-01
3.250000000000000000e+01	1.034831804843986819e-01
3.350000000000000000e+01	1.394204996350965342e-01
3.450000000000000000e+01	3.401671765628631050e-01
3.550000000000000000e+01	2.478404498909875520e-01
3.650000000000000000e+01	1.139981631200700785e-01
3.750000000000000000e+01	1.405129956641022471e-01
3.850000000000000000e+01	2.623084678481308885e-01
3.950000000000000000e+01	1.534298797075828447e-01
4.050000000000000000e+01	2.159927239393731324e-01
4.150000000000000000e+01	2.878840601386558062e-01
4.250000000000000000e+01	2.281054425974612943e-01
4.350000000000000000e+01	2.086886149286381054e-01
4.450000000000000000e+01	1.638675150792551494e-01
4.550000000000000000e+01	2.545179019042669855e-01
4.650000000000000000e+01	2.683480457002938024e-01
4.750000000000000000e+01	2.452159907691926488e-01
4.850000000000000000e+01	2.132544376539058373e-01
4.950000000000000000e+01	3.193772825015638306e-01
5.050000000000000000e+01	2.291354576495088780e-01
5.139999999999999858e+01	3.386705191100224943e-01
5.229999999999999716e+01	3.690976004002899935e-01
5.320000000000000284e+01	3.117412981119122017e-01
5.410000000000000142e+01	2.802845920265687463e-01
5.500000000000000000e+01	2.817107075010634731e-01
5.589999999999999858e+01	2.901988101919704133e-01
5.679999999999999716e+01	3.444404385661895551e-01
5.770000000000000284e+01	3.963226312508325577e-01
5.860000000000000142e+01	3.623475407949768856e-01
5.950000000000000000e+01	2.069095091024092115e-01
