1.505000000000000071e+01	9.563303508725284896e-02
1.514999999999999858e+01	8.788445596349876709e-02
1.525000000000000000e+01	1.396116978145706955e-01
1.535000000000000142e+01	8.016243259781910546e-02
1.544999999999999929e+01	1.929193256260250677e-01
1.555000000000000071e+01	1.263841279591709499e-01
1.564999999999999858e+01	4.081811076797556281e-02
1.575000000000000000e+01	6.932633650592946728e-02
1.585000000000000142e+01	8.659574084984422715e-02
1.594999999999999929e+01	1.726337177378748089e-01
1.605000000000000071e+01	1.824828635790228526e-01
1.615000000000000213e+01	1.195419802133687870e-01
1.625000000000000000e+01	6.831536454805293979e-02
1.635000000000000142e+01	1.795579497915187339e-01
1.644999999999999929e+01	1.210487098926162491e-01
1.655000000000000071e+01	1.628251260299430903e-01
1.665000000000000213e+01	5.019571661672622004e-02
1.675000000000000000e+01	8.439927685314238537e-02
1.685000000000000142e+01	6.654157848042603629e-02
1.694999999999999929e+01	1.395808538685258116e-01
1.705000000000000071e+01	3.909498859615324895e-02
1.715000000000000213e+01	1.281777459884001769e-01
1.725000000000000000e+01	1.082859309113302776e-01
1.735000000000000142e+01	1.000558114254247871e-01
1.744999999999999929e+01	6.577997136920428478e-02
1.755000000000000071e+01	6.800219628806181138e-02
1.765000000000000213e+01	4.546908143636396032e-02
1.775000000000000000e+01	1.552589022675784358e-01
1.785000000000000142e+01	3.539455843299444543e-02
1.794999999999999929e+01	1.672147200458152239e-01
1.805000000000000071e+01	1.129071509397581718e-01
1.815000000000000213e+01	9.431284412351584323e-02
1.825000000000000000e+01	7.119761302178533036e-02
1.835000000000000142e+01	4.506998220175674197e-01
1.844999999999999929e+01	6.357312027631402129e-01
1.855000000000000071e+01	6.308995457545802932e-01
1.865000000000000213e+01	3.724721289349508524e-01
1.875000000000000000e+01	2.927270622383028043e-01
1.885000000000000142e+01	2.253455440725057046e-01
1.894999999999999929e+01	1.293330259446530683e-01
1.905000000000000071e+01	1.420856756796192999e-01
1.915000000000000213e+01	5.735245010750098654e-02
1.925000000000000000e+01	2.429444270472849166e-01
1.935000000000000142e+01	1.624189023276944588e-01
1.944999999999999929e+01	9.197573230659054910e-02
1.955000000000000071e+01	1.655417273680564738e-01
1.965000000000000213e+01	1.720999987410417875e-01
1.975000000000000000e+01	1.678660103574678708e-01
1.985000000000000142e+01	1.833888919754976254e-01
1.994999999999999929e+01	1.596271057809402205e-01
2.005000000000000071e+01	2.023106402705183715e-01
2.015000000000000213e+01	1.753675823330301253e-01
2.025000000000000000e+01	1.769710693870623908e-01
2.035000000000000142e+01	1.141413931636292289e-01
2.044999999999999929e+01	1.463376998589223377e-01
2.055000000000000071e+01	1.755767619399968282e-01
2.065000000000000213e+01	9.561558310930745597e-02
2.075000000000000000e+01	1.852901241297014723e-01
2.085000000000000142e+01	1.306304193772112598e-01
2.094999999999999929e+01	1.327032618287907473e-01
2.105000000000000071e+01	1.511445875092217173e-01
2.115000000000000213e+01	7.016126210381343209e-02
2.125000000000000000e+01	1.118308176070793303e-01
2.135000000000000142e+01	1.504590609878057872e-01
2.144999999999999929e+01	1.650903124555349322e-01
2.155000000000000071e+01	2.769368709050293309e-01
2.165000000000000213e+01	2.177440345145338352e-01
2.175000000000000000e+01	3.341704947079134902e-01
2.185000000000000142e+01	2.944514700818033348e-01
2.194999999999999929e+01	2.773444177071790473e-01
2.205000000000000071e+01	2.827458319174094292e-01
2.215000000000000213e+01	2.814266729244637721e-01
2.225000000000000000e+01	3.604914052604675234e-01
2.235000000000000142e+01	2.192205852560376311e-01
2.244999999999999929e+01	9.768924249885320432e-02
2.255000000000000071e+01	1.216089823985070789e-01
2.265000000000000213e+01	9.173289322811026270e-02
2.275000000000000000e+01	1.262882619248544835e-01
2.285000000000000142e+01	6.498176513453719771e-02
2.294999999999999929e+01	5.967173619059634032e-02
2.305000000000000071e+01	8.888553988135634853e-02
2.315000000000000213e+01	2.971115895865659648e-02
2.325000000000000000e+01	5.976195110603193389e-02
2.335000000000000142e+01	7.046108074674656274e-02
2.344999999999999929e+01	9.211777352932062901e-02
2.355000000000000071e+01	1.852904886927553285e-01
2.365000000000000213e+01	6.847255508596272744e-02
2.375000000000000000e+01	1.098774514326457397e-01
2.385000000000000142e+01	1.030695116575825465e-01
2.394999999999999929e+01	1.233279738475199921e-01
2.405000000000000071e+01	6.932708441390868226e-02
2.415000000000000213e+01	1.644837866376731572e-01
2.425000000000000000e+01	8.773297403675130168e-02
2.435000000000000142e+01	1.467064610029115146e-01
2.444999999999999929e+01	1.130891015969322372e-01
2.455000000000000071e+01	2.219846254435956789e-01
2.465000000000000213e+01	9.226239862479351794e-02
2.475000000000000000e+01	1.170329701408923118e-01
2.485000000000000142e+01	1.828708172453991088e-01
2.494999999999999929e+01	1.734152759514964171e-01
2.505000000000000071e+01	2.299704663647077485e-01
