6.000000000000000000e+02 1.505000000000000071e+01 3.190047246254109070e-01
6.000000000000000000e+02 1.514999999999999858e+01 6.018413827579510017e-02
6.000000000000000000e+02 1.525000000000000000e+01 2.130154609412208133e-01
6.000000000000000000e+02 1.535000000000000142e+01 1.697113058500624438e-01
6.000000000000000000e+02 1.544999999999999929e+01 1.437917447792705083e-01
6.000000000000000000e+02 1.555000000000000071e+01 2.556534945324762109e-01
6.000000000000000000e+02 1.564999999999999858e+01 8.063827937152458214e-02
6.000000000000000000e+02 1.575000000000000000e+01 1.370384576192639758e-01
6.000000000000000000e+02 1.585000000000000142e+01 1.629687140731827799e-01
6.000000000000000000e+02 1.594999999999999929e+01 2.288651444264365453e-01
6.000000000000000000e+02 1.605000000000000071e+01 2.137929105466323254e-01
6.000000000000000000e+02 1.615000000000000213e+01 1.662774709133306716e-01
6.000000000000000000e+02 1.625000000000000000e+01 1.295329228420331880e-01
6.000000000000000000e+02 1.635000000000000142e+01 2.553379993916569668e-01
6.000000000000000000e+02 1.644999999999999929e+01 2.340854101960800349e-01
6.000000000000000000e+02 1.655000000000000071e+01 1.521156781312613393e-01
6.000000000000000000e+02 1.665000000000000213e+01 1.185766226257664452e-01
6.000000000000000000e+02 1.675000000000000000e+01 1.537773707886399555e-01
6.000000000000000000e+02 1.685000000000000142e+01 2.679434085772600671e-01
6.000000000000000000e+02 1.694999999999999929e+01 2.624472303149733565e-01
6.000000000000000000e+02 1.705000000000000071e+01 7.285484358183343112e-02
6.000000000000000000e+02 1.715000000000000213e+01 1.850169091371567653e-01
6.000000000000000000e+02 1.725000000000000000e+01 3.443118415525874831e-01
6.000000000000000000e+02 1.735000000000000142e+01 2.381830152074958240e-01
6.000000000000000000e+02 1.744999999999999929e+01 2.249010811445786850e-01
6.000000000000000000e+02 1.755000000000000071e+01 2.365863401241376784e-01
6.000000000000000000e+02 1.765000000000000213e+01 1.663166929886073508e-01
6.000000000000000000e+02 1.775000000000000000e+01 2.120315736708419940e-01
6.000000000000000000e+02 1.785000000000000142e+01 1.367479676875189842e-01
6.000000000000000000e+02 1.794999999999999929e+01 1.971734903581122134e-01
6.000000000000000000e+02 1.805000000000000071e+01 1.398468770953895379e-01
6.000000000000000000e+02 1.815000000000000213e+01 2.948016546765008239e-01
6.000000000000000000e+02 1.825000000000000000e+01 1.918953721866861473e-01
6.000000000000000000e+02 1.835000000000000142e+01 2.087256309927759401e-01
